OPIS Truckstop ID,Truckstop Name,Address,City,State,Rack ID,Retail Price
602304,Pilot Travel Center #8214,864 US-287 Exit 112,Raymond,IL,41,3.179
602305,AMBEST #841,7561 State Hwy 6 Exit 87,Winchester,IN,85,3.200
602306,Bosselman Travel Center #9888,5547 I-95 Exit 291,Fate,TX,99,3.198
602307,Road Ranger #6657,8073 US-287 Exit 85,Reydon,OK,277,3.170
602308,QuikTrip #6520,7819 I-10 Exit 272,Whitesburg,GA,231,2.971
602309,Flying J #8335,8553 I-40 Exit 61,Maple Heights Lake Desire,WA,54,4.029
602310,AMBEST #5835,2920 I-10 Exit 298,San Leanna,TX,78,3.106
602311,Flying J #8777,3745 US-287 Exit 85,Little Canada,MN,76,3.179
602312,Pilot Travel Center #4519,4794 I-95 Exit 16,Union City,MI,204,3.293
602313,AMBEST #4067,3165 US-287 Exit 143,Rossmoor,NJ,282,3.012
602314,Petro Stopping Center #6813,667 US-287 Exit 57,South Whittier,CA,366,3.516
602315,TA Travel Center #6950,1817 State Hwy 6 Exit 371,Auburn,PA,381,2.926
602316,TA Travel Center #7752,9693 I-80 Exit 101,Paullina,IA,338,3.308
602317,Bosselman Travel Center #9452,7781 I-40 Exit 68,Mount Bethel,PA,62,3.198
602318,Roadys Truck Stop #1368,6416 I-95 Exit 382,Popejoy,IA,389,3.013
602319,Pilot Travel Center #5209,7859 I-10 Exit 195,Mallard,IA,38,3.528
602320,Roadys Truck Stop #6108,4417 US-287 Exit 43,Serena,IL,301,3.232
602321,Road Ranger #829,4444 I-80 Exit 251,Ullin,IL,239,3.122
602322,AMBEST #6890,7610 I-40 Exit 170,Percival,IA,6,3.034
602323,Flying J #5365,6875 I-80 Exit 122,Englewood,PA,231,3.284
602324,Petro Stopping Center #6604,4499 US-287 Exit 204,Willow Lake,IL,5,2.669
602325,Petro Stopping Center #8903,5953 I-40 Exit 44,Del Muerto,AZ,300,3.139
602326,Sapp Bros #6537,3955 I-80 Exit 96,Cowan,IN,345,2.874
602327,Roadys Truck Stop #8049,1267 I-40 Exit 40,Great Notch,NJ,252,3.005
602328,Sapp Bros #9975,2907 I-10 Exit 233,State College,PA,92,3.083
602329,Bosselman Travel Center #1364,6742 I-95 Exit 150,Bridgeport,KS,72,3.148
602330,Bosselman Travel Center #2427,5804 I-80 Exit 280,Hamburg,PA,132,2.996
602331,Loves Travel Stop #9143,7359 US-287 Exit 245,New Bethlehem,PA,200,3.238
602332,AMBEST #8039,2750 I-80 Exit 343,Garner,AR,133,3.121
602333,Sapp Bros #8632,8627 I-80 Exit 224,Frenchville,PA,222,3.316
602334,Flying J #3948,4730 I-40 Exit 264,Belvue,KS,103,3.125
602335,Road Ranger #3286,7831 I-95 Exit 112,South Haven,IN,201,3.144
602336,AMBEST #9542,3090 State Hwy 6 Exit 213,Weippe,ID,268,3.670
602337,Roadys Truck Stop #6367,8581 I-40 Exit 278,Black Diamond,WA,12,3.757
602338,Sapp Bros #4008,933 I-40 Exit 26,Garrettsville,OH,96,3.112
602339,TA Travel Center #8038,6073 I-40 Exit 316,Orrville,AL,104,2.914
602340,Pilot Travel Center #4702,7806 I-40 Exit 317,Nerstrand,MN,80,2.890
602341,Kwik Trip #684,3947 I-80 Exit 232,Sandy Creek,NC,45,2.999
602342,Flying J #7837,4829 State Hwy 6 Exit 91,Lakewood,CA,256,3.930
602343,Bosselman Travel Center #3830,9582 I-80 Exit 324,Lowellville,OH,74,2.888
602344,Road Ranger #8346,4660 I-95 Exit 168,Trout Valley,IL,134,2.631
602345,TA Travel Center #8271,6925 I-10 Exit 65,Windom,KS,313,3.153
602346,Flying J #6575,9506 I-95 Exit 110,Raton,NM,73,3.591
602347,Petro Stopping Center #587,7822 I-80 Exit 264,Danville,PA,44,3.137
602348,Sapp Bros #8330,1817 I-10 Exit 342,Belen,NM,214,3.131
602349,Loves Travel Stop #8311,517 I-95 Exit 260,Crosby,MS,385,3.199
602350,Road Ranger #1122,4405 I-40 Exit 320,Fountain,NC,107,3.077
602351,Flying J #6555,2999 State Hwy 6 Exit 76,Bethlehem,PA,138,3.113
602352,TA Travel Center #3142,8028 US-287 Exit 309,Cottage City,MD,133,2.920
602353,TA Travel Center #6484,8104 I-80 Exit 69,Red Oak,NC,354,2.964
602354,TA Travel Center #3137,2519 I-40 Exit 162,Indianola,NE,179,2.981
602355,Flying J #2492,5344 I-40 Exit 398,Wheatland,IN,50,2.801
602356,Flying J #3145,9384 State Hwy 6 Exit 130,Rhineland,MO,186,3.280
602357,Loves Travel Stop #1498,6565 US-287 Exit 360,Steger,IL,400,3.130
602358,Kwik Trip #6636,2942 US-287 Exit 304,Greenwood,IN,167,2.901
602359,Loves Travel Stop #3782,3365 I-95 Exit 218,Picnic Point,WA,219,3.939
602360,Road Ranger #5687,7706 US-287 Exit 77,Urbana,IA,329,3.087
602361,Bosselman Travel Center #6753,6573 I-10 Exit 157,Homestown,MO,246,3.278
602362,Kwik Trip #1504,3576 I-80 Exit 338,Reserve,LA,2,3.084
602363,QuikTrip #2640,3267 I-10 Exit 294,West Clarkston Highland,WA,61,3.706
602364,Petro Stopping Center #6647,5500 US-287 Exit 28,Three Forks,MT,397,3.572
602365,Roadys Truck Stop #3660,7188 I-95 Exit 356,Almyra,AR,341,3.121
602366,Loves Travel Stop #6296,7605 I-10 Exit 216,Calverton Park,MO,333,2.947
602367,Sapp Bros #5919,9610 I-40 Exit 306,Lone Tree,IA,195,3.270
602368,QuikTrip #6751,1106 I-10 Exit 95,Southport,IN,71,3.075
602369,Flying J #6297,4601 US-287 Exit 293,Ayrshire,IA,364,2.838
602370,AMBEST #1806,4840 I-80 Exit 231,Prattsville,AR,342,2.888
602371,Pilot Travel Center #4506,3329 I-10 Exit 129,Ashley,PA,80,3.069
602372,Roadys Truck Stop #2644,7142 I-80 Exit 62,White Lake,SD,255,3.299
602373,QuikTrip #7790,4549 I-10 Exit 140,Moscow,KS,76,3.262
602374,TA Travel Center #5040,2249 I-10 Exit 56,Virginville,PA,367,3.156
602375,Bosselman Travel Center #7957,3242 I-95 Exit 48,Wolverine Lake,MI,343,3.072
602376,Bosselman Travel Center #562,3910 US-287 Exit 228,Natchez,MS,105,2.691
602377,Loves Travel Stop #7533,5452 I-40 Exit 17,Saint Marys,KS,339,3.276
602378,Kwik Trip #3973,9267 US-287 Exit 8,Booneville,AR,260,3.381
602379,Road Ranger #3471,3952 I-80 Exit 243,Lawtell,LA,52,3.131
602380,Road Ranger #5385,1534 I-80 Exit 163,Monroe,SD,333,3.200
602381,Roadys Truck Stop #3405,4929 I-80 Exit 34,Lapwai,ID,357,3.698
602382,AMBEST #1156,6337 I-80 Exit 101,Kelayres,PA,389,3.114
602383,Sapp Bros #4379,7411 I-10 Exit 44,Silex,MO,360,2.988
602384,Flying J #4083,8388 I-80 Exit 166,West Union,IA,155,3.212
602385,Loves Travel Stop #8042,6820 I-95 Exit 293,Westmont,CA,73,3.644
602386,Roadys Truck Stop #8937,2278 I-95 Exit 331,Philipsburg,PA,304,3.000
602387,Road Ranger #4273,5686 I-95 Exit 353,Grubbs,AR,22,3.130
602388,Petro Stopping Center #5778,7650 I-40 Exit 346,Bunker Hill Village,TX,286,3.173
602389,Roadys Truck Stop #9486,1738 I-95 Exit 340,Big Beaver,PA,330,3.017
602390,Road Ranger #2983,6148 US-287 Exit 306,Talty,TX,310,3.040
602391,Flying J #1849,5055 US-287 Exit 128,Zionsville,IN,374,3.012
602392,Flying J #8575,7204 I-40 Exit 115,Echo Hills,CO,213,3.410
602393,QuikTrip #4864,6424 I-40 Exit 221,Cannelburg,IN,52,3.044
602394,Petro Stopping Center #4048,3811 State Hwy 6 Exit 350,Bellaire,TX,11,3.001
602395,QuikTrip #3981,6367 State Hwy 6 Exit 41,Highland,IN,66,2.964
602396,Pilot Travel Center #6942,6241 I-80 Exit 40,Indio,CA,90,3.621
602397,Loves Travel Stop #7528,8761 I-95 Exit 155,Frankfort Square,IL,1,3.008
602398,QuikTrip #2400,9833 State Hwy 6 Exit 229,Littlerock,CA,73,3.532
602399,Pilot Travel Center #4570,1559 I-95 Exit 221,Kilkenny,MN,87,3.076
602400,Loves Travel Stop #6277,7371 I-95 Exit 324,Whitecone,AZ,232,3.423
602401,Sapp Bros #9245,6409 I-10 Exit 133,Letona,AR,252,3.062
602402,Loves Travel Stop #2456,6057 US-287 Exit 127,Mckinley Heights,OH,62,3.086
602403,QuikTrip #5586,5444 I-40 Exit 134,Hatton,WA,201,3.918
602404,Petro Stopping Center #3933,8971 I-10 Exit 140,Newton Grove,NC,26,2.878
602405,Flying J #9979,7735 I-80 Exit 194,Dill City,OK,245,3.069
602406,Roadys Truck Stop #9749,1040 I-95 Exit 151,Nachusa,IL,46,3.232
602407,Petro Stopping Center #2222,5929 I-10 Exit 386,Valley Falls,KS,32,2.960
602408,Roadys Truck Stop #1021,3672 I-95 Exit 170,Dayton,TX,331,2.867
602409,Sapp Bros #2729,8408 I-95 Exit 96,East Side,PA,98,3.178
602410,Bosselman Travel Center #7104,8065 I-95 Exit 111,Oak Grove,VA,159,3.148
602411,Flying J #5980,8878 I-10 Exit 350,Ashton Sandy Spring,MD,344,2.924
602412,Bosselman Travel Center #7689,7737 State Hwy 6 Exit 127,Gibbon,NE,263,3.364
602413,Sapp Bros #8485,6519 I-10 Exit 337,Grandwood Park,IL,295,3.196
602414,AMBEST #4519,3812 State Hwy 6 Exit 355,Black Canyon City,AZ,209,3.629
602415,Flying J #6996,6739 I-80 Exit 258,Northlake,IL,255,3.254
602416,Loves Travel Stop #7263,6177 I-80 Exit 327,Martins Creek,PA,176,3.196
602417,Bosselman Travel Center #5553,5786 I-80 Exit 311,Emden,IL,138,3.358
602418,Roadys Truck Stop #9408,8642 I-95 Exit 173,Glen Echo Park,MO,258,2.927
602419,AMBEST #2204,4419 I-95 Exit 212,Lecompte,LA,121,3.003
602420,Bosselman Travel Center #7664,2565 I-95 Exit 171,Clear Lake Shores,TX,167,2.917
602421,Road Ranger #4633,2089 State Hwy 6 Exit 298,North Tustin,CA,105,3.575
602422,Petro Stopping Center #3693,1495 US-287 Exit 290,Hamburg,IL,361,2.795
602423,Loves Travel Stop #4414,2703 I-40 Exit 183,Daingerfield,TX,130,2.883
602424,Pilot Travel Center #9599,6676 State Hwy 6 Exit 200,Cobb Island,MD,76,3.384
602425,Petro Stopping Center #2436,9115 US-287 Exit 254,Winthrop,IA,134,3.140
602426,Sapp Bros #2703,8044 I-10 Exit 354,Buck Run,PA,239,3.095
602427,Pilot Travel Center #3394,6132 US-287 Exit 237,Belpre,KS,221,2.948
602428,Flying J #919,7518 I-10 Exit 227,Deering,MO,293,3.255
602429,Bosselman Travel Center #8103,5350 I-40 Exit 342,Norwood,NJ,331,3.131
602430,Road Ranger #5893,1713 I-95 Exit 145,Butler,OK,12,3.155
602431,QuikTrip #2878,3843 US-287 Exit 209,Brandon,IA,53,3.071
602432,Loves Travel Stop #1124,8276 I-40 Exit 263,Hermanville,MS,79,3.037
602433,Bosselman Travel Center #2582,2379 I-40 Exit 301,Morgantown,MS,74,3.028
602434,Road Ranger #3550,564 I-40 Exit 92,Hannasville,PA,300,3.029
602435,Road Ranger #5931,833 I-40 Exit 377,Nicut,OK,48,2.993
602436,AMBEST #7403,2991 I-95 Exit 293,Lewistown,PA,29,3.209
602437,Road Ranger #5792,6164 US-287 Exit 65,Toluca,IL,124,2.981
602438,Bosselman Travel Center #557,4236 I-95 Exit 254,Innsbrook,MO,177,3.080
602439,QuikTrip #4899,5233 State Hwy 6 Exit 279,Lone Jack,MO,145,3.002
602440,Flying J #3304,3552 I-80 Exit 398,Harrington Park,NJ,325,3.400
602441,Kwik Trip #9013,5138 I-10 Exit 213,Keasbey,NJ,176,3.434
602442,Flying J #4867,9298 I-80 Exit 28,Amherst,OH,287,3.248
602443,TA Travel Center #4926,1561 I-80 Exit 22,Upland,CA,61,3.616
602444,AMBEST #4272,4408 I-95 Exit 22,Washington,IL,104,3.112
602445,Sapp Bros #9372,4082 US-287 Exit 61,Grinnell,IA,249,2.983
602446,AMBEST #3285,3440 US-287 Exit 368,Braidwood,IL,352,2.838
602447,AMBEST #3929,795 I-10 Exit 233,San Bernardino,CA,57,3.353
602448,Loves Travel Stop #8805,2714 I-40 Exit 197,Innovation,VA,344,2.976
602449,Pilot Travel Center #7207,3185 I-95 Exit 85,Rye Brook,NY,113,3.447
602450,QuikTrip #8636,1959 I-10 Exit 44,Sulphur,LA,339,3.142
602451,Pilot Travel Center #9013,1095 I-80 Exit 121,Whitewright,TX,278,2.722
602452,Bosselman Travel Center #7958,202 I-10 Exit 72,Helmsburg,IN,344,2.948
602453,Sapp Bros #7468,5284 I-80 Exit 184,Pea Ridge,AL,217,2.920
602454,Loves Travel Stop #3200,5812 US-287 Exit 232,Pennsburg,PA,356,3.316
602455,TA Travel Center #8674,6501 I-80 Exit 304,Boonton,NJ,290,3.059
602456,Pilot Travel Center #2669,3893 I-95 Exit 360,Mcdonald,OH,135,2.995
602457,Bosselman Travel Center #2457,1043 I-80 Exit 37,Oakland Acres,IA,244,2.939
602458,Petro Stopping Center #5355,264 I-95 Exit 23,Summit View,WA,308,3.750
602459,AMBEST #486,3233 I-95 Exit 346,Thomasville,MO,187,3.058
602460,Roadys Truck Stop #4057,5670 I-80 Exit 296,Lily Lake,IL,328,3.007
602461,Loves Travel Stop #502,6374 I-10 Exit 247,Nora,IL,116,3.176
602462,TA Travel Center #7385,6391 US-287 Exit 111,Hardin,IL,390,3.447
602463,Petro Stopping Center #8951,959 I-80 Exit 355,Lovejoy,GA,154,2.864
602464,Bosselman Travel Center #9518,2906 I-80 Exit 286,Rockport,AR,186,2.946
602465,Kwik Trip #5753,5526 I-10 Exit 94,Brinkley,AR,14,3.259
602466,Loves Travel Stop #6066,5180 US-287 Exit 397,Bullard,TX,158,3.125
602467,Kwik Trip #5179,8149 I-95 Exit 73,Rodman,IA,3,3.055
602468,Loves Travel Stop #9100,7738 I-40 Exit 97,Startup,WA,348,3.936
602469,TA Travel Center #2886,1782 I-10 Exit 334,Argyle,IL,232,2.877
602470,Pilot Travel Center #2294,5742 US-287 Exit 384,Cloverly,MD,322,3.135
602471,Bosselman Travel Center #8777,4050 I-95 Exit 39,Adelphi,MD,14,3.183
602472,Pilot Travel Center #4594,1833 I-10 Exit 27,Gunbarrel,CO,118,3.341
602473,AMBEST #8075,2250 I-95 Exit 391,Pulaski,IL,35,3.144
602474,Bosselman Travel Center #7536,2923 I-95 Exit 175,Sehili,AZ,230,3.477
602475,Sapp Bros #5952,1974 I-80 Exit 221,Gann Valley,SD,110,2.996
602476,QuikTrip #7085,3566 I-80 Exit 360,Dilkon,AZ,12,3.523
602477,TA Travel Center #2694,5817 I-40 Exit 240,Crystal Lawns,IL,199,2.804
602478,Bosselman Travel Center #2955,2034 I-80 Exit 251,Monroeville,OH,147,3.231
602479,Roadys Truck Stop #2727,1716 I-80 Exit 110,Eliza,IL,156,2.857
602480,Sapp Bros #9303,3001 I-10 Exit 319,New Bloomfield,MO,189,3.336
602481,Roadys Truck Stop #5841,6616 I-80 Exit 33,Elkader,IA,297,3.329
602482,Road Ranger #5443,9901 I-40 Exit 299,Twin Oaks,MO,376,3.001
602483,Bosselman Travel Center #5079,4965 I-40 Exit 385,Kieler,WI,153,2.725
602484,QuikTrip #7105,3310 State Hwy 6 Exit 390,Malcom,IA,285,3.101
602485,Road Ranger #2973,5815 State Hwy 6 Exit 150,Hills,IA,395,2.883
602486,Petro Stopping Center #8254,7259 State Hwy 6 Exit 299,Edom,TX,184,3.010
602487,AMBEST #5396,8237 State Hwy 6 Exit 371,Burnside,PA,3,2.993
602488,Sapp Bros #956,6593 State Hwy 6 Exit 307,West Orange,TX,374,3.177
602489,Bosselman Travel Center #6875,4688 US-287 Exit 35,Westlake,FL,51,2.776
602490,Sapp Bros #2350,5529 State Hwy 6 Exit 258,Greenwater,WA,234,4.079
602491,Pilot Travel Center #5185,2814 State Hwy 6 Exit 135,Lebo,KS,194,3.282
602492,Sapp Bros #859,9036 I-40 Exit 398,Inland,NE,154,3.124
602493,Road Ranger #6611,6772 I-40 Exit 355,Borger,TX,322,3.062
602494,TA Travel Center #8366,6183 I-40 Exit 367,Holly Grove,AR,152,3.155
602495,Loves Travel Stop #6940,2430 State Hwy 6 Exit 170,Fowlerton,IN,1,3.236
602496,TA Travel Center #552,2687 I-80 Exit 172,Metairie,LA,90,2.794
602497,Loves Travel Stop #3121,3773 I-95 Exit 7,Princeton,IA,90,2.875
602498,Petro Stopping Center #4449,6362 I-80 Exit 253,Connoquenessing,PA,194,2.965
602499,Flying J #5411,1671 US-287 Exit 262,University Heights,OH,238,3.067
602500,AMBEST #1600,5262 I-10 Exit 50,Trumann,AR,68,3.368
602501,AMBEST #9887,5487 US-287 Exit 190,Indianola,WA,386,4.015
602502,Road Ranger #9048,5230 I-80 Exit 324,Hudson,PA,117,2.877
602503,Sapp Bros #8295,4905 I-95 Exit 312,Reynolds,IL,322,3.226
602504,Loves Travel Stop #7198,9772 US-287 Exit 115,Sedona,AZ,179,3.284
602505,AMBEST #9931,5666 I-80 Exit 69,West Carson,CA,282,3.625
602506,Sapp Bros #1397,2225 I-40 Exit 293,Beaver,KS,355,2.929
602507,Pilot Travel Center #1177,9081 I-40 Exit 255,Washington,AR,342,2.946
602508,Flying J #1136,2107 I-40 Exit 148,Gaston,IN,311,3.294
602509,Roadys Truck Stop #4012,3539 State Hwy 6 Exit 14,Tehuacana,TX,290,2.780
602510,Pilot Travel Center #5252,147 US-287 Exit 345,Cooper,TX,385,2.961
602511,Sapp Bros #6481,1771 I-95 Exit 336,Bell Arthur,NC,232,3.388
602512,Pilot Travel Center #558,6033 I-95 Exit 252,Concord,AR,188,2.781
602513,Kwik Trip #3506,4388 I-10 Exit 149,Summit Station,PA,184,2.976
602514,Loves Travel Stop #369,5010 I-80 Exit 9,Cimarron City,OK,347,3.033
602515,Kwik Trip #4923,1571 I-95 Exit 96,Midlothian,IL,280,2.807
602516,Sapp Bros #4547,9443 I-40 Exit 239,Rehrersburg,PA,281,2.787
602517,QuikTrip #2951,5415 US-287 Exit 18,Watsessing,NJ,362,3.028
602518,Loves Travel Stop #888,9500 I-80 Exit 235,El Morro Valley,NM,190,3.469
602519,QuikTrip #7732,136 State Hwy 6 Exit 297,Prairie Village,KS,195,3.047
602520,AMBEST #6685,1618 I-10 Exit 217,Washington,MO,301,3.031
602521,Petro Stopping Center #1947,3561 US-287 Exit 52,South Renovo,PA,88,3.148
602522,Kwik Trip #3458,6323 I-95 Exit 161,Lakemore,OH,398,2.969
602523,Sapp Bros #9733,6071 I-95 Exit 82,Gilmer,TX,249,2.948
602524,Roadys Truck Stop #9652,2252 I-80 Exit 213,Colonia,NJ,307,3.100
602525,AMBEST #1909,6237 State Hwy 6 Exit 289,El Sobrante,CA,345,3.594
602526,Pilot Travel Center #7226,441 I-95 Exit 331,Peosta,IA,92,2.990
602527,QuikTrip #7058,2138 I-40 Exit 6,Erie,IL,87,3.059
602528,Loves Travel Stop #2352,544 I-95 Exit 391,Bellerose,NY,133,2.933
602529,Sapp Bros #9706,6387 I-95 Exit 57,Lake Marcel Stillwater,WA,172,4.102
602530,Road Ranger #4374,9945 US-287 Exit 100,Harvey,LA,288,2.921
602531,Sapp Bros #7032,3383 I-80 Exit 245,Spring Lake Park,MN,184,2.945
602532,Road Ranger #4500,9803 I-10 Exit 44,Girard,OH,125,3.008
602533,Road Ranger #8957,7858 I-10 Exit 271,Enders,NE,255,3.327
602534,Kwik Trip #1551,1532 I-40 Exit 370,Lodge Grass,MT,119,3.423
602535,Flying J #7853,5437 I-10 Exit 82,Duneland Beach,IN,107,3.137
602536,TA Travel Center #4613,1435 I-10 Exit 227,Meadowbrook,AL,7,3.142
602537,AMBEST #7723,1710 I-80 Exit 251,Woodstock,GA,258,2.791
602538,Flying J #4125,8454 State Hwy 6 Exit 389,Benoit,MS,316,3.038
602539,AMBEST #770,8499 I-10 Exit 36,Coral Hills,MD,99,3.021
602540,Road Ranger #927,8414 I-80 Exit 93,Shambaugh,IA,28,2.994
602541,Petro Stopping Center #4719,8604 US-287 Exit 338,Bloomdale,OH,367,3.102
602542,Bosselman Travel Center #8141,8536 I-95 Exit 51,Dell Rapids,SD,213,3.315
602543,Petro Stopping Center #9703,5887 State Hwy 6 Exit 58,Smicksburg,PA,389,3.226
602544,TA Travel Center #5682,9786 I-40 Exit 8,Walnut Ridge,AR,361,3.071
602545,AMBEST #3153,8475 US-287 Exit 85,Pulaski,PA,69,3.079
602546,Pilot Travel Center #2138,8933 I-10 Exit 115,Davis,SD,321,3.245
602547,Loves Travel Stop #4008,8200 State Hwy 6 Exit 347,Kellerton,IA,142,3.098
602548,Pilot Travel Center #5693,7849 I-95 Exit 88,Pymatuning Central,PA,171,3.140
602549,Road Ranger #1588,8259 I-80 Exit 115,Allenwood,PA,126,3.273
602550,Flying J #6792,8305 I-80 Exit 390,Great Falls Crossing,VA,84,2.972
602551,Pilot Travel Center #1438,5583 I-80 Exit 314,Hobart,OK,353,2.970
602552,Sapp Bros #4814,6719 I-80 Exit 42,Humboldt,SD,48,3.190
602553,Roadys Truck Stop #7500,242 I-10 Exit 28,Barberton,OH,214,3.195
602554,Loves Travel Stop #2274,4488 I-40 Exit 235,Bobo,MS,397,3.197
602555,AMBEST #6284,7189 US-287 Exit 369,Edgewood,NM,326,3.184
602556,Flying J #6471,2596 I-95 Exit 66,Lockhart,TX,60,2.864
602557,Road Ranger #4117,5550 I-40 Exit 325,Glen Campbell,PA,52,3.195
602558,Bosselman Travel Center #6276,8976 I-10 Exit 297,Woodmore,MD,168,3.152
602559,Pilot Travel Center #9764,2272 I-95 Exit 43,Moline Acres,MO,270,2.979
602560,Bosselman Travel Center #4303,5932 US-287 Exit 343,Dysart,IA,370,3.496
602561,Bosselman Travel Center #4654,9828 State Hwy 6 Exit 73,Sumrall,MS,181,2.903
602562,AMBEST #1002,4832 State Hwy 6 Exit 129,Glen Gardner,NJ,157,3.401
602563,TA Travel Center #1865,7436 US-287 Exit 211,Roxobel,NC,119,2.837
602564,Petro Stopping Center #6395,5434 I-40 Exit 146,Brookhaven,MS,155,2.901
602565,Petro Stopping Center #5099,6991 I-10 Exit 186,Crownsville,MD,249,3.047
602566,Petro Stopping Center #5313,2722 US-287 Exit 69,Lake Dallas,TX,361,3.128
602567,Kwik Trip #8469,8851 I-10 Exit 202,Lone Star,TX,153,2.763
602568,Kwik Trip #3857,507 US-287 Exit 122,Aubrey,AR,43,3.262
602569,QuikTrip #9243,4912 I-80 Exit 40,Charlottesville,IN,122,3.150
602570,Roadys Truck Stop #8279,5674 US-287 Exit 270,Jonesville,MI,113,3.071
602571,Bosselman Travel Center #3616,8090 State Hwy 6 Exit 248,Clarendon,AR,68,3.021
602572,Road Ranger #2098,6031 US-287 Exit 78,New Hope,MN,84,2.559
602573,Petro Stopping Center #1993,2789 US-287 Exit 391,Applewood,CO,1,3.296
602574,AMBEST #3549,4606 I-40 Exit 96,Sun Valley,AZ,148,3.131
602575,QuikTrip #2351,3056 I-80 Exit 234,Chelsea,IA,75,3.237
602576,Loves Travel Stop #9917,8013 US-287 Exit 111,Portage Des Sioux,MO,245,3.108
602577,Pilot Travel Center #951,7138 I-80 Exit 83,Cedar Lake,OK,121,2.806
602578,Kwik Trip #9201,8120 State Hwy 6 Exit 108,Bailey South Crossroads,VA,116,2.850
602579,Sapp Bros #2709,1688 I-40 Exit 272,Hobgood,NC,175,3.135
602580,AMBEST #7637,6091 US-287 Exit 350,Bardwell,KY,280,2.993
602581,TA Travel Center #6900,3808 I-80 Exit 45,Hobbs,IN,271,2.840
602582,Sapp Bros #1739,1098 I-95 Exit 268,Pindall,AR,178,2.856
602583,Kwik Trip #9339,9576 I-95 Exit 364,Summit,NJ,343,3.160
602584,Loves Travel Stop #9957,4528 I-80 Exit 288,Edwardsville,KS,62,3.119
602585,QuikTrip #9279,3952 US-287 Exit 70,Burtonsville,MD,400,2.962
602586,Flying J #3384,9737 I-10 Exit 336,Maynard,IA,164,2.971
602587,Sapp Bros #3181,5157 I-80 Exit 97,Dougherty,IA,146,2.937
602588,Loves Travel Stop #9861,7387 I-80 Exit 321,Waukee,IA,7,3.023
602589,Petro Stopping Center #927,9358 I-10 Exit 111,Stickney,SD,95,3.178
602590,Flying J #623,500 I-95 Exit 331,Oklahoma City,OK,42,3.238
602591,AMBEST #7629,3785 I-40 Exit 193,Bryans Road,MD,99,3.091
602592,Flying J #162,8550 I-10 Exit 341,Nashoba,OK,255,3.170
602593,TA Travel Center #5109,4269 State Hwy 6 Exit 258,Paradise,MO,123,3.222
602594,QuikTrip #2046,2317 I-40 Exit 86,Mount Hermon,NJ,188,2.854
602595,QuikTrip #8942,9734 State Hwy 6 Exit 308,One Loudoun,VA,40,3.208
602596,Loves Travel Stop #9420,8343 I-10 Exit 92,Mountainhome,PA,242,3.136
602597,TA Travel Center #4703,4865 I-10 Exit 320,The Woodlands,TX,185,3.017
602598,Roadys Truck Stop #9447,9650 I-10 Exit 40,Westwood Hills,KS,183,3.112
602599,TA Travel Center #8954,3548 I-40 Exit 47,Cloverland,IN,397,2.893
602600,Bosselman Travel Center #5946,1848 State Hwy 6 Exit 208,Orchard,IA,184,3.033
602601,Pilot Travel Center #1846,8863 I-40 Exit 27,Royse City,TX,191,2.972
602602,TA Travel Center #7747,7269 State Hwy 6 Exit 31,Lone Tree,CO,60,3.807
602603,AMBEST #2171,3741 I-40 Exit 200,Kendrick,ID,71,3.658
602604,Loves Travel Stop #501,650 I-40 Exit 111,Windfall City,IN,198,3.246
602605,Roadys Truck Stop #8905,5814 State Hwy 6 Exit 160,Northmoor,MO,123,2.734
602606,QuikTrip #3979,9089 US-287 Exit 231,Woodland,NC,328,2.842
602607,Loves Travel Stop #9058,4515 US-287 Exit 258,Laurel,VA,39,3.137
602608,Pilot Travel Center #2989,1855 I-80 Exit 304,Soper,OK,40,2.949
602609,Kwik Trip #2704,3245 State Hwy 6 Exit 100,Fort Wayne,IN,243,3.241
602610,Loves Travel Stop #1629,2383 I-95 Exit 340,Biscayne Park,FL,267,2.912
602611,Pilot Travel Center #3468,1516 I-40 Exit 79,Orient,IA,195,3.197
602612,Sapp Bros #707,6384 State Hwy 6 Exit 345,Lakin,KS,151,3.387
602613,Kwik Trip #2957,5841 I-80 Exit 79,Colesville,MD,295,3.145
602614,Roadys Truck Stop #5615,4664 State Hwy 6 Exit 193,Cecil,OH,114,3.209
602615,Loves Travel Stop #7186,9961 I-40 Exit 153,Hialeah,FL,190,2.800
602616,Pilot Travel Center #3480,6405 US-287 Exit 116,Miramar,FL,182,3.121
602617,Road Ranger #4722,2697 I-80 Exit 226,Malinta,OH,82,3.223
602618,Roadys Truck Stop #7503,6391 I-10 Exit 65,Dearborn,MO,86,3.066
602619,Roadys Truck Stop #7994,6487 I-40 Exit 253,Salem,AR,156,2.904
602620,Petro Stopping Center #5927,5594 I-80 Exit 388,Gladewater,TX,74,2.827
602621,Petro Stopping Center #2896,808 US-287 Exit 306,Rittman,OH,219,3.056
602622,Sapp Bros #4834,7471 I-95 Exit 27,Chester,AR,193,3.539
602623,Petro Stopping Center #3858,8001 I-40 Exit 317,Willow,OK,336,3.202
602624,AMBEST #3197,4852 I-95 Exit 319,New City,NY,249,3.070
602625,Flying J #1232,1878 State Hwy 6 Exit 24,Soso,MS,63,2.808
602626,Flying J #9375,9979 US-287 Exit 95,Emmetsburg,IA,48,3.380
602627,Loves Travel Stop #5309,4686 I-80 Exit 131,Marietta,IN,3,3.105
602628,Road Ranger #4378,3600 I-10 Exit 239,Rossville,KS,313,3.119
